,record_type,state_code,f_system,station_id,travel_dir,travel_lane,year_record,month_record,day_record,day_of_week,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,restrictions
28,3,47,1R,36,3,2,20,12,10,5,1,2,5,5,26,40,49,45,68,52,76,61,71,66,54,82,63,45,26,17,17,10,16,8,0
29,3,47,1R,36,3,2,20,12,11,6,2,1,4,7,23,31,44,46,86,73,79,70,88,90,106,94,100,55,30,34,20,25,10,3,0
30,3,47,1R,36,3,2,20,12,12,7,3,3,5,7,10,18,19,30,58,77,93,74,87,89,70,79,69,57,33,20,28,8,8,9,0
31,3,47,1R,36,3,2,20,12,13,1,4,3,5,0,9,11,16,19,40,61,57,92,78,98,88,88,85,61,41,35,29,11,6,5,0
32,3,47,1R,36,3,2,20,12,15,3,1,3,2,12,14,44,38,38,55,59,52,47,56,54,57,65,59,43,23,28,26,17,5,7,0
33,3,47,1R,36,3,2,20,12,16,4,3,2,2,5,21,32,25,32,50,50,41,41,54,51,54,60,45,26,14,16,13,7,3,4,0
34,3,47,1R,36,3,2,20,12,17,5,0,1,3,1,17,39,43,49,51,53,57,53,59,59,53,67,61,40,32,16,20,12,11,4,0
35,3,47,1R,36,3,2,20,12,18,6,3,4,2,5,23,33,36,51,47,81,78,99,102,109,106,118,102,69,50,44,26,21,9,5,0
36,3,47,1R,36,3,2,20,12,19,7,3,4,2,5,11,14,26,34,66,76,84,91,84,117,117,88,64,78,44,40,42,20,10,5,0
37,3,47,1R,36,3,2,20,12,20,1,9,6,4,3,3,11,14,28,39,81,86,81,70,96,94,97,67,68,45,40,25,15,11,5,0
38,3,47,1R,36,3,2,20,12,21,2,2,1,8,10,27,43,36,59,52,56,94,72,77,73,81,75,93,42,40,29,20,10,9,2,0
39,3,47,1R,36,3,2,20,12,22,3,3,4,2,9,14,48,53,55,75,72,66,77,72,90,77,79,68,51,50,41,18,23,10,3,0
40,3,47,1R,36,3,2,20,12,23,4,3,3,5,7,22,39,40,49,73,84,101,105,129,110,136,106,75,75,66,45,30,20,8,9,0
41,3,47,1R,36,7,1,20,12,2,4,25,24,29,34,57,110,145,154,179,201,205,205,212,187,207,228,224,194,124,70,64,65,42,29,0
42,3,47,1R,36,7,1,20,12,3,5,23,15,29,30,65,107,150,172,196,223,227,210,198,201,244,271,252,187,161,110,87,56,47,29,0
43,3,47,1R,36,7,1,20,12,4,6,28,27,23,43,72,110,154,177,201,255,248,241,223,224,266,298,234,232,189,97,93,59,52,35,0
44,3,47,1R,36,7,1,20,12,5,7,21,15,28,13,30,62,99,141,217,241,246,227,222,248,259,262,253,262,204,116,115,60,39,25,0
45,3,47,1R,36,7,1,20,12,6,1,13,15,17,14,24,40,77,116,169,210,258,280,283,255,257,309,266,278,232,136,81,68,48,25,0
46,3,47,1R,36,7,1,20,12,7,2,22,18,17,35,46,104,153,191,187,198,202,200,181,193,214,223,183,164,111,84,48,47,51,36,0
47,3,47,1R,36,7,1,20,12,8,3,18,20,19,31,67,103,149,136,174,188,206,215,187,208,211,244,204,161,126,91,60,46,42,32,0
48,3,47,1R,36,7,1,20,12,9,4,24,21,19,36,64,112,125,186,182,215,219,200,218,207,227,265,247,178,105,115,77,54,43,28,0
49,3,47,1R,36,7,1,20,12,10,5,15,24,32,28,73,122,154,155,220,215,211,234,223,216,143,269,255,194,179,105,79,80,39,40,0
50,3,47,1R,36,7,1,20,12,11,6,24,29,29,34,54,133,143,192,211,236,256,265,240,273,249,315,295,237,183,136,94,72,48,28,0
51,3,47,1R,36,7,1,20,12,12,7,34,18,22,20,63,56,92,166,238,258,279,252,261,260,263,285,314,218,179,124,108,76,43,24,0
52,3,47,1R,36,7,1,20,12,13,1,17,20,8,14,23,44,82,117,208,231,258,274,311,272,268,284,246,218,150,134,94,64,43,30,0
53,3,47,1R,36,7,1,20,12,15,3,26,17,23,29,60,123,155,180,203,193,203,222,208,238,236,236,257,188,146,109,72,49,48,40,0
54,3,47,1R,36,7,1,20,12,16,4,26,17,24,20,59,101,108,131,147,169,178,166,175,208,206,233,201,146,116,76,84,57,32,27,0
55,3,47,1R,36,7,1,20,12,17,5,26,23,21,31,73,109,142,166,198,192,250,231,235,229,231,270,214,198,154,111,76,69,42,29,0
56,3,47,1R,36,7,1,20,12,18,6,12,27,29,28,75,111,155,172,209,260,268,277,270,287,293,298,320,270,183,159,119,93,57,40,0
57,3,47,1R,36,7,1,20,12,19,7,30,18,20,25,57,90,111,210,232,305,310,299,287,292,292,322,292,208,142,137,130,100,45,23,0
58,3,47,1R,36,7,1,20,12,20,1,31,11,12,15,24,50,82,131,174,241,283,333,270,315,306,293,250,225,133,114,112,59,50,27,0
59,3,47,1R,36,7,1,20,12,21,2,18,20,14,38,62,122,153,187,219,265,265,264,247,279,263,302,305,259,188,121,95,60,41,33,0
60,3,47,1R,36,7,1,20,12,22,3,30,25,27,41,66,126,166,176,251,262,289,259,247,262,317,295,308,215,160,132,86,81,33,37,0
61,3,47,1R,36,7,1,20,12,23,4,35,23,39,45,102,140,194,242,263,311,315,340,303,354,347,367,366,264,229,187,142,95,74,53,0
62,3,47,1R,36,7,2,20,12,2,4,2,3,1,4,13,18,19,31,51,49,58,45,40,42,49,81,72,66,38,14,16,6,7,9,0
63,3,47,1R,36,7,2,20,12,3,5,2,4,8,3,8,22,28,35,42,49,59,52,60,50,68,95,85,64,48,26,11,16,17,6,0
64,3,47,1R,36,7,2,20,12,4,6,2,5,3,2,10,16,41,28,31,64,79,59,50,79,84,109,64,88,76,37,24,14,9,20,0
65,3,47,1R,36,7,2,20,12,5,7,5,3,4,2,3,14,12,39,47,52,67,41,60,75,75,57,75,77,37,29,30,18,7,6,0
66,3,47,1R,36,7,2,20,12,6,1,3,2,1,3,3,9,12,26,35,58,63,70,62,73,94,90,86,98,76,33,18,14,15,2,0
67,3,47,1R,36,7,2,20,12,7,2,4,1,3,2,7,24,22,37,46,47,45,42,38,65,75,54,94,56,35,13,12,12,13,4,0
68,3,47,1R,36,7,2,20,12,8,3,3,3,4,6,11,23,43,48,64,53,46,45,45,48,54,75,74,54,33,21,12,5,8,7,0
69,3,47,1R,36,7,2,20,12,9,4,3,3,1,1,10,30,34,41,40,45,51,53,57,60,61,78,94,61,35,27,10,9,11,6,0
70,3,47,1R,36,7,2,20,12,10,5,7,3,3,2,11,20,35,31,52,46,50,53,55,55,67,92,89,51,58,34,22,119,20,5,0
71,3,47,1R,36,7,2,20,12,11,6,3,4,4,6,13,16,30,32,50,64,56,65,75,66,98,108,106,89,62,44,38,27,11,11,0
72,3,47,1R,36,7,2,20,12,12,7,7,3,2,3,7,9,20,39,54,64,65,51,65,76,77,82,84,78,52,36,21,22,11,10,0
73,3,47,1R,36,7,2,20,12,13,1,2,5,1,1,4,3,11,14,39,48,80,96,93,76,91,89,84,64,37,41,24,14,10,4,0
74,3,47,1R,36,7,2,20,12,15,3,6,2,1,4,11,24,28,32,43,38,67,31,50,48,54,72,75,68,44,26,17,10,14,9,0
75,3,47,1R,36,7,2,20,12,16,4,5,4,3,3,13,10,18,26,31,31,40,27,40,37,68,53,190,12,27,13,21,10,8,5,0
76,3,47,1R,36,7,2,20,12,17,5,4,3,1,3,9,21,43,37,48,46,60,58,65,58,61,84,74,56,34,31,20,14,9,7,0
77,3,47,1R,36,7,2,20,12,18,6,7,2,7,4,10,19,40,31,54,97,95,94,79,95,120,120,97,101,69,50,32,21,15,9,0
78,3,47,1R,36,7,2,20,12,19,7,4,5,3,5,8,19,21,60,70,81,118,104,88,96,100,97,92,70,41,41,39,22,9,68,0
79,3,47,1R,36,7,2,20,12,20,1,2,2,1,4,5,11,13,26,41,53,81,92,77,86,81,92,90,67,47,97,14,15,11,6,0
80,3,47,1R,36,7,2,20,12,21,2,3,10,3,6,11,24,42,45,87,71,76,79,55,67,67,98,88,87,47,41,14,16,7,5,0
81,3,47,1R,36,7,2,20,12,22,3,8,4,3,4,14,27,11,3,58,77,76,84,81,68,92,87,116,72,56,43,24,14,9,11,0
82,3,47,1R,36,7,2,20,12,23,4,5,3,3,8,21,29,60,34,71,98,101,104,82,137,141,137,135,121,75,61,28,41,21,17,0
83,3,47,1R,39,3,1,20,12,1,3,61,43,30,51,87,148,202,284,384,403,450,419,472,472,447,384,417,423,329,198,149,190,105,102,0
84,3,47,1R,39,3,1,20,12,2,4,89,66,43,52,107,156,210,274,362,371,378,364,408,454,452,460,490,420,329,243,190,178,120,97,0
85,3,47,1R,39,3,1,20,12,3,5,84,89,42,73,95,150,211,300,398,370,488,519,558,582,603,558,457,403,346,210,218,166,112,110,0
86,3,47,1R,39,3,1,20,12,4,6,83,60,54,66,94,144,222,358,344,415,513,534,546,479,536,735,621,581,450,327,195,195,156,106,0
87,3,47,1R,39,3,1,20,12,5,7,77,60,49,55,63,87,148,243,370,415,563,396,418,588,592,510,448,403,304,205,203,151,110,91,0
88,3,47,1R,39,3,1,20,12,6,1,48,53,38,45,36,70,108,174,245,392,490,478,537,602,662,638,500,388,239,174,128,94,86,39,0
89,3,47,1R,39,3,1,20,12,8,3,72,43,38,61,90,124,176,305,343,379,394,422,445,454,435,444,385,331,248,218,149,137,82,83,0
90,3,47,1R,39,3,1,20,12,9,4,98,66,49,55,83,153,201,313,371,436,428,469,436,506,508,471,463,375,262,203,183,182,132,95,0
91,3,47,1R,39,3,1,20,12,10,5,93,61,65,65,111,144,231,299,400,372,441,596,552,524,518,497,487,416,324,264,199,159,115,95,0
92,3,47,1R,39,3,1,20,12,11,6,85,61,51,63,91,146,195,296,368,416,456,549,579,689,587,688,545,542,379,319,262,169,132,118,0
93,3,47,1R,39,3,1,20,12,12,7,91,62,48,37,62,84,93,147,380,443,506,550,403,646,572,421,408,389,292,310,205,161,112,70,0
94,3,47,1R,39,3,1,20,12,13,1,68,39,37,46,44,85,121,167,289,364,487,527,623,667,760,746,592,401,304,242,132,112,74,58,0
95,3,47,1R,39,3,1,20,12,14,2,55,40,31,58,91,151,183,267,285,351,425,457,443,482,440,437,457,365,264,207,181,136,98,78,0
96,3,47,1R,39,3,1,20,12,15,3,70,57,48,51,77,136,169,297,365,417,390,474,474,525,499,428,483,338,291,195,165,130,99,95,0
97,3,47,1R,39,3,1,20,12,16,4,61,36,46,83,94,145,202,267,386,377,411,465,546,571,489,578,491,370,281,276,219,145,115,80,0
98,3,47,1R,39,3,1,20,12,17,5,77,65,64,84,92,161,233,350,362,435,510,455,461,473,581,623,478,532,373,298,247,208,129,91,0
99,3,47,1R,39,3,1,20,12,18,6,84,68,76,71,90,146,238,337,444,500,551,584,562,623,967,855,718,636,532,414,294,214,159,137,0
100,3,47,1R,39,3,1,20,12,19,7,105,99,76,78,108,151,194,302,489,659,736,762,735,729,648,727,724,681,346,306,262,187,234,166,0
101,3,47,1R,39,3,1,20,12,20,1,79,43,47,40,50,71,146,252,381,550,750,773,819,878,815,836,736,576,500,383,274,125,89,98,0
102,3,47,1R,39,3,1,20,12,21,2,110,58,56,57,94,148,241,282,358,457,518,538,618,579,588,534,362,473,359,299,210,165,126,103,0
103,3,47,1R,39,3,1,20,12,22,3,86,88,65,49,92,155,215,308,378,373,587,526,533,587,621,469,440,405,450,465,265,190,125,113,0
104,3,47,1R,39,3,1,20,12,23,4,98,89,78,58,109,152,259,297,445,466,589,618,716,710,639,618,527,377,376,355,240,166,108,160,0
105,3,47,1R,39,3,1,20,12,24,5,89,79,65,63,59,71,97,195,231,346,397,467,421,455,422,355,338,260,198,140,118,106,84,47,0
106,3,47,1R,39,3,1,20,12,25,6,27,26,11,16,14,28,43,75,99,146,193,247,272,319,282,323,297,303,242,185,121,107,74,49,0
107,3,47,1R,39,3,1,20,12,26,7,32,28,26,42,50,43,98,169,297,397,613,755,771,700,703,762,694,524,398,340,265,165,120,72,0
108,3,47,1R,39,3,1,20,12,27,1,47,29,37,41,39,63,103,189,328,532,732,910,1018,1021,1139,1049,1011,878,684,432,323,220,124,80,0
109,3,47,1R,39,3,1,20,12,28,2,59,39,26,41,64,129,182,277,326,421,559,688,619,658,696,636,672,507,386,312,220,155,109,89,0
110,3,47,1R,39,3,1,20,12,29,3,53,42,34,38,69,99,164,260,350,446,526,587,622,638,630,783,630,498,392,292,216,167,93,90,0
111,3,47,1R,39,3,1,20,12,30,4,77,53,38,57,72,121,196,269,354,424,536,442,647,657,693,730,716,445,393,305,167,127,112,87,0
112,3,47,1R,39,3,1,20,12,31,5,85,57,53,55,69,79,110,208,272,343,473,513,529,586,550,496,508,376,304,194,155,79,53,30,0
113,3,47,1R,39,3,2,20,12,1,3,214,185,181,190,226,297,365,439,445,546,566,508,537,545,538,506,504,500,440,366,313,321,274,286,0
114,3,47,1R,39,3,2,20,12,2,4,247,220,160,193,265,308,335,436,499,486,549,545,550,547,543,564,567,504,447,367,369,381,299,256,0
115,3,47,1R,39,3,2,20,12,3,5,241,195,177,192,234,289,377,447,515,511,565,575,562,564,562,548,526,501,459,367,353,309,296,248,0
116,3,47,1R,39,3,2,20,12,4,6,248,200,172,227,264,292,374,434,472,488,534,578,541,550,544,607,541,510,470,416,334,326,308,252,0
117,3,47,1R,39,3,2,20,12,5,7,204,191,180,170,211,219,320,360,434,524,564,475,468,587,554,501,500,461,400,356,359,294,275,203,0
118,3,47,1R,39,3,2,20,12,6,1,150,144,110,139,118,188,217,323,401,465,517,575,577,553,595,584,533,493,382,314,290,237,224,190,0
119,3,47,1R,39,3,2,20,12,8,3,233,200,167,190,210,289,346,406,503,492,525,539,541,566,538,545,493,480,397,368,331,319,277,257,0
120,3,47,1R,39,3,2,20,12,9,4,260,237,206,216,251,316,371,447,475,476,554,598,532,558,566,539,550,461,418,340,339,357,313,256,0
121,3,47,1R,39,3,2,20,12,10,5,280,224,220,201,265,340,374,451,532,552,528,561,578,590,593,550,517,497,449,423,364,323,285,251,0
122,3,47,1R,39,3,2,20,12,11,6,234,215,212,227,252,319,345,443,492,544,542,558,593,609,603,578,546,516,486,428,378,342,279,237,0
123,3,47,1R,39,3,2,20,12,12,7,214,196,167,185,200,228,250,314,468,510,543,541,487,588,562,517,474,462,417,410,336,311,267,226,0
124,3,47,1R,39,3,2,20,12,13,1,176,145,163,152,138,193,226,317,437,480,533,557,554,596,639,610,530,471,386,360,297,252,215,175,0
125,3,47,1R,39,3,2,20,12,14,2,158,153,159,173,217,274,371,433,434,490,509,536,521,534,546,525,502,450,433,367,354,294,288,248,0
126,3,47,1R,39,3,2,20,12,15,3,225,202,178,178,225,296,370,464,520,521,526,573,546,571,588,517,525,459,444,376,351,328,272,255,0
127,3,47,1R,39,3,2,20,12,16,4,200,160,187,240,276,315,352,427,495,520,516,518,547,584,571,572,516,479,434,403,380,352,311,274,0
128,3,47,1R,39,3,2,20,12,17,5,239,238,216,240,276,327,387,501,481,522,511,552,545,559,594,606,521,537,499,422,382,336,301,265,0
129,3,47,1R,39,3,2,20,12,18,6,232,231,209,206,266,311,383,442,546,543,540,568,571,635,708,656,624,549,544,474,406,363,329,284,0
130,3,47,1R,39,3,2,20,12,19,7,255,221,212,196,256,306,327,414,502,596,634,605,563,564,576,568,561,563,400,393,410,351,382,331,0
131,3,47,1R,39,3,2,20,12,20,1,225,185,165,186,165,196,295,399,465,569,637,634,652,671,654,632,616,522,513,430,363,248,211,203,0
132,3,47,1R,39,3,2,20,12,21,2,296,214,182,193,231,289,370,462,496,559,587,561,573,601,616,554,299,295,464,397,352,341,281,261,0
133,3,47,1R,39,3,2,20,12,22,3,228,214,181,203,221,296,362,455,499,503,629,588,584,609,606,534,489,486,499,487,388,323,301,285,0
134,3,47,1R,39,3,2,20,12,23,4,235,226,210,219,260,302,383,431,517,548,609,619,610,621,622,601,518,475,434,430,376,299,224,303,0
135,3,47,1R,39,3,2,20,12,24,5,243,194,196,176,197,203,257,347,391,467,536,562,534,560,497,489,449,378,343,286,232,234,186,154,0
136,3,47,1R,39,3,2,20,12,25,6,102,100,57,85,81,105,131,190,237,291,362,392,421,419,440,411,409,400,351,324,276,222,169,138,0
137,3,47,1R,39,3,2,20,12,26,7,108,88,98,111,134,154,209,285,423,542,633,669,682,668,651,629,591,516,457,433,379,324,233,214,0
138,3,47,1R,39,3,2,20,12,27,1,135,113,127,112,140,172,228,338,483,581,636,710,761,762,771,765,695,653,621,476,425,331,254,194,0
139,3,47,1R,39,3,2,20,12,28,2,174,141,132,148,192,264,338,410,447,510,561,623,604,592,613,590,566,523,430,402,356,310,258,239,0
140,3,47,1R,39,3,2,20,12,29,3,211,166,165,165,203,268,300,414,506,530,568,570,595,624,595,629,551,485,467,376,377,298,241,237,0
141,3,47,1R,39,3,2,20,12,30,4,219,192,168,166,217,298,330,398,471,518,560,506,543,574,599,580,572,476,465,383,358,307,255,227,0
142,3,47,1R,39,3,2,20,12,31,5,213,190,168,184,194,236,282,363,410,435,501,521,520,547,531,518,504,437,384,329,289,212,149,130,0
143,3,47,1R,39,7,1,20,12,1,3,192,206,189,218,247,298,380,417,504,542,577,583,609,607,588,581,551,508,470,410,375,320,306,265,0
144,3,47,1R,39,7,1,20,12,2,4,220,210,205,234,269,330,363,458,500,544,598,632,582,603,585,536,536,473,515,422,396,325,263,260,0
145,3,47,1R,39,7,1,20,12,3,5,232,215,212,226,276,310,401,452,490,554,544,586,591,604,562,524,564,497,450,429,327,282,270,244,0
146,3,47,1R,39,7,1,20,12,4,6,236,255,186,217,279,294,364,422,452,527,577,613,620,618,615,614,617,561,539,491,413,347,302,252,0
147,3,47,1R,39,7,1,20,12,5,7,235,208,216,203,275,257,306,415,497,501,575,583,568,558,564,535,555,469,446,381,377,315,260,183,0
148,3,47,1R,39,7,1,20,12,6,1,158,126,132,142,154,168,233,299,378,473,526,599,597,581,582,573,536,457,414,390,349,267,235,153,0
149,3,47,1R,39,7,1,20,12,8,3,219,204,194,243,255,310,405,445,480,495,552,597,566,602,599,538,536,481,453,402,354,329,288,267,0
150,3,47,1R,39,7,1,20,12,9,4,206,205,208,248,304,340,403,476,490,551,560,602,581,561,591,551,562,484,437,422,357,311,254,268,0
151,3,47,1R,39,7,1,20,12,10,5,215,222,201,248,297,351,402,481,497,593,595,587,588,617,617,596,523,517,476,394,363,321,260,221,0
152,3,47,1R,39,7,1,20,12,11,6,239,214,224,223,294,319,394,438,497,549,577,590,601,643,620,620,616,553,525,471,415,340,306,241,0
153,3,47,1R,39,7,1,20,12,12,7,231,214,195,214,234,271,343,410,526,579,612,576,577,566,549,513,478,475,421,395,361,304,240,197,0
154,3,47,1R,39,7,1,20,12,13,1,148,139,120,133,144,182,224,348,397,489,577,599,597,578,626,591,546,482,431,358,312,225,205,144,0
155,3,47,1R,39,7,1,20,12,14,2,128,114,109,166,192,248,316,405,440,489,532,533,552,569,549,550,535,481,405,373,320,286,276,253,0
156,3,47,1R,39,7,1,20,12,15,3,200,191,200,254,282,325,394,464,478,562,566,566,580,602,608,599,550,512,500,422,386,320,316,257,0
157,3,47,1R,39,7,1,20,12,16,4,212,213,204,248,267,343,389,436,503,585,575,574,582,571,606,602,561,516,450,422,369,312,291,249,0
158,3,47,1R,39,7,1,20,12,17,5,244,189,210,237,267,339,395,467,504,558,541,598,583,612,622,679,558,521,467,418,373,322,318,262,0
159,3,47,1R,39,7,1,20,12,18,6,225,204,197,233,272,309,388,475,514,593,591,633,641,694,692,660,625,577,595,485,432,405,352,270,0
160,3,47,1R,39,7,1,20,12,19,7,257,235,231,235,262,308,217,445,408,533,665,770,621,595,678,602,554,522,467,329,282,344,359,291,0
161,3,47,1R,39,7,1,20,12,20,1,193,155,141,165,166,184,300,370,511,621,642,628,669,696,695,641,616,522,492,422,341,279,231,178,0
162,3,47,1R,39,7,1,20,12,21,2,155,154,143,167,198,269,329,415,486,522,552,608,706,634,660,597,591,521,451,464,362,278,296,239,0
163,3,47,1R,39,7,1,20,12,22,3,224,207,202,254,278,311,378,477,544,585,582,616,650,677,659,589,597,557,511,428,424,342,277,270,0
164,3,47,1R,39,7,1,20,12,23,4,218,211,235,264,294,345,414,507,541,629,666,659,657,713,648,735,655,573,508,486,413,356,278,258,0
165,3,47,1R,39,7,1,20,12,24,5,213,218,178,225,247,300,321,395,468,591,638,651,658,641,677,584,533,466,385,347,252,209,169,125,0
166,3,47,1R,39,7,1,20,12,25,6,106,72,74,70,81,93,138,209,305,397,435,490,493,491,545,486,419,347,323,287,232,172,150,108,0
167,3,47,1R,39,7,1,20,12,26,7,76,88,83,85,119,154,234,333,463,613,691,706,720,720,726,613,552,542,469,426,343,286,237,184,0
168,3,47,1R,39,7,1,20,12,27,1,159,135,113,110,136,195,275,398,485,605,693,723,742,687,718,748,652,534,438,413,339,271,238,173,0
169,3,47,1R,39,7,1,20,12,28,2,134,127,121,126,173,216,338,372,469,558,639,641,587,651,634,598,545,519,451,389,331,335,265,228,0
170,3,47,1R,39,7,1,20,12,29,3,201,176,177,217,239,279,369,449,553,583,557,687,631,617,585,619,583,476,481,411,345,307,275,228,0
171,3,47,1R,39,7,1,20,12,30,4,179,196,195,228,237,306,358,439,505,568,600,642,626,638,621,645,575,479,465,390,340,295,260,220,0
172,3,47,1R,39,7,1,20,12,31,5,169,176,190,193,210,242,291,386,432,529,557,539,584,605,600,552,531,468,380,367,265,213,188,140,0
173,3,47,1R,39,7,2,20,12,1,3,65,42,49,52,72,116,171,211,288,352,459,451,399,443,474,513,438,408,355,247,183,123,117,96,0
174,3,47,1R,39,7,2,20,12,2,4,59,36,42,60,94,129,179,241,275,353,392,517,360,478,457,408,385,341,449,222,192,150,108,76,0
175,3,47,1R,39,7,2,20,12,3,5,62,61,64,58,79,120,200,240,280,379,358,434,510,451,459,460,483,382,319,285,194,119,105,88,0
176,3,47,1R,39,7,2,20,12,4,6,73,82,50,52,88,124,186,208,278,389,479,554,550,598,597,658,725,614,519,406,258,170,131,91,0
177,3,47,1R,39,7,2,20,12,5,7,64,44,51,60,86,95,130,215,344,402,526,458,500,449,462,416,478,419,310,214,242,183,117,52,0
178,3,47,1R,39,7,2,20,12,6,1,54,35,32,30,39,48,68,120,207,283,381,508,532,541,516,495,497,385,271,261,215,111,79,61,0
179,3,47,1R,39,7,2,20,12,8,3,48,46,46,66,64,112,194,212,261,312,351,402,419,408,434,451,463,377,294,243,142,127,110,99,0
180,3,47,1R,39,7,2,20,12,9,4,47,46,48,51,84,112,193,215,267,333,391,451,411,443,398,488,484,392,271,231,172,128,90,92,0
181,3,47,1R,39,7,2,20,12,10,5,52,59,41,86,88,155,190,273,321,386,458,461,466,504,583,549,530,488,379,258,180,129,95,78,0
182,3,47,1R,39,7,2,20,12,11,6,58,51,57,58,102,112,178,229,309,381,441,530,530,672,644,618,681,589,507,378,286,174,132,91,0
183,3,47,1R,39,7,2,20,12,12,7,87,67,46,55,85,92,145,234,357,454,529,477,520,521,471,436,401,381,273,264,211,131,91,64,0
184,3,47,1R,39,7,2,20,12,13,1,46,31,30,15,29,60,75,138,213,301,474,487,544,594,609,574,490,404,284,229,163,93,78,42,0
185,3,47,1R,39,7,2,20,12,14,2,42,28,29,47,72,84,156,186,257,319,403,401,432,426,484,519,424,363,274,212,151,114,108,75,0
186,3,47,1R,39,7,2,20,12,15,3,48,31,46,67,106,114,211,269,259,388,391,398,441,504,520,513,462,399,338,257,186,135,115,80,0
