,Location ID,Volume Count Start Date,Volume Count Total,day_of_week
312,33,2020-09-01,185006,Tuesday
313,33,2020-09-23,170560,Wednesday
314,33,2020-09-24,183420,Thursday
315,33,2020-09-25,200571,Friday
316,33,2020-09-28,173616,Monday
317,33,2020-09-29,187031,Tuesday
318,33,2020-10-05,181877,Monday
319,33,2020-10-09,192153,Friday
320,33,2020-10-10,150546,Saturday
321,33,2020-10-11,127551,Sunday
322,33,2020-10-16,204405,Friday
323,33,2020-10-18,142570,Sunday
324,33,2020-10-19,181577,Monday
325,33,2020-10-22,183779,Thursday
326,33,2020-10-25,138673,Sunday
327,33,2020-10-26,170820,Monday
328,33,2020-10-27,180094,Tuesday
329,33,2020-10-28,172771,Wednesday
330,33,2020-10-29,182191,Thursday
331,33,2020-10-30,202059,Friday
332,33,2020-11-01,139459,Sunday
333,33,2020-11-02,175738,Monday
334,33,2020-11-03,179596,Tuesday
335,33,2020-11-05,178848,Thursday
336,33,2020-11-10,178849,Tuesday
337,33,2020-11-11,174186,Wednesday
338,33,2020-11-12,189331,Thursday
339,33,2020-11-13,197830,Friday
340,33,2020-11-14,162423,Saturday
341,33,2020-11-16,175904,Monday
342,33,2020-11-17,179797,Tuesday
343,33,2020-11-18,179872,Wednesday
344,33,2020-11-19,182007,Thursday
345,33,2020-11-20,197814,Friday
346,33,2020-11-21,173079,Saturday
347,33,2020-11-22,129416,Sunday
348,33,2020-11-23,178543,Monday
349,33,2020-11-24,181663,Tuesday
350,33,2020-11-25,187145,Wednesday
351,33,2020-11-26,115463,Thursday
352,33,2020-11-27,145061,Friday
353,33,2020-11-28,154825,Saturday
354,33,2020-11-29,132907,Sunday
355,33,2020-11-30,159076,Monday
356,33,2020-12-02,172215,Wednesday
357,33,2020-12-03,164785,Thursday
358,33,2020-12-05,161585,Saturday
359,33,2020-12-06,127601,Sunday
360,33,2020-12-07,172872,Monday
361,33,2020-12-08,176813,Tuesday
362,33,2020-12-09,178523,Wednesday
363,33,2020-12-10,181428,Thursday
364,33,2020-12-11,193571,Friday
365,33,2020-12-12,159058,Saturday
366,33,2020-12-13,128489,Sunday
367,33,2020-12-19,169442,Saturday
368,33,2020-12-21,182936,Monday
369,33,2020-12-22,189576,Tuesday
370,33,2020-12-23,187518,Wednesday
371,33,2020-12-24,141777,Thursday
372,33,2020-12-25,84203,Friday
373,33,2020-12-26,121695,Saturday
374,33,2020-12-27,123105,Sunday
375,33,2020-12-28,169286,Monday
376,33,2020-12-29,170091,Tuesday
377,33,2020-12-30,180594,Wednesday
378,33,2021-01-04,175524,Monday
379,33,2021-01-07,174197,Thursday
380,33,2021-01-08,180958,Friday
381,33,2021-01-09,150146,Saturday
382,33,2021-01-10,123030,Sunday
383,33,2021-01-11,158930,Monday
384,33,2021-01-12,173782,Tuesday
385,33,2021-01-13,174985,Wednesday
386,33,2021-01-14,177804,Thursday
387,33,2021-01-15,191899,Friday
388,33,2021-01-16,151084,Saturday
389,33,2021-01-17,125551,Sunday
390,33,2021-01-18,170924,Monday
391,33,2021-01-19,172996,Tuesday
392,33,2021-01-20,174335,Wednesday
393,33,2021-01-23,156116,Saturday
394,33,2021-01-24,120183,Sunday
395,33,2021-01-28,173065,Thursday
396,33,2021-01-29,191147,Friday
397,33,2021-01-30,153253,Saturday
398,33,2021-02-01,166270,Monday
399,33,2021-02-02,177962,Tuesday
400,33,2021-02-03,141309,Wednesday
401,33,2021-02-10,179154,Wednesday
402,33,2021-02-13,141619,Saturday
403,33,2021-02-25,191031,Thursday
404,33,2021-02-26,197842,Friday
405,33,2021-02-27,163224,Saturday
406,33,2021-02-28,135209,Sunday
407,33,2021-03-08,187872,Monday
408,33,2021-03-09,188306,Tuesday
409,33,2021-03-10,188161,Wednesday
410,33,2021-05-12,199288,Wednesday
411,33,2021-05-16,162009,Sunday
412,33,2021-05-18,194635,Tuesday
413,33,2021-08-14,183651,Saturday
414,33,2021-08-15,145297,Sunday
415,33,2021-08-16,190970,Monday
416,33,2021-08-17,194860,Tuesday
417,33,2021-08-19,194119,Thursday
418,33,2021-08-20,210407,Friday
419,33,2021-08-21,164262,Saturday
420,33,2021-08-22,147868,Sunday
421,33,2021-08-23,186665,Monday
422,33,2021-08-24,191792,Tuesday
423,33,2021-08-25,191404,Wednesday
424,33,2021-08-26,193874,Thursday
425,33,2021-08-27,204334,Friday
426,33,2021-08-28,177328,Saturday
427,33,2021-08-29,144333,Sunday
428,33,2021-08-30,180313,Monday
429,33,2021-08-31,149302,Tuesday
430,33,2021-09-06,148692,Monday
431,33,2021-09-18,170134,Saturday
432,33,2021-10-02,184748,Saturday
433,33,2021-10-05,188550,Tuesday
434,33,2021-10-22,213537,Friday
435,33,2021-10-23,190154,Saturday
436,33,2021-10-29,208855,Friday
437,33,2021-10-30,176909,Saturday
438,33,2021-10-31,151979,Sunday
439,33,2021-11-05,206314,Friday
440,33,2021-11-06,182523,Saturday
441,33,2021-11-07,159507,Sunday
442,33,2021-11-11,186365,Thursday
443,33,2021-11-12,209183,Friday
444,33,2021-11-13,184045,Saturday
445,33,2021-11-14,153443,Sunday
446,33,2021-11-15,188144,Monday
447,33,2021-11-16,186601,Tuesday
448,33,2021-11-17,194512,Wednesday
449,33,2021-11-18,187212,Thursday
450,33,2021-11-19,210132,Friday
451,33,2021-11-20,189638,Saturday
452,33,2021-11-21,148113,Sunday
453,33,2021-11-22,193895,Monday
454,33,2021-11-23,204108,Tuesday
455,33,2021-11-24,203278,Wednesday
456,33,2021-11-25,124939,Thursday
457,33,2021-11-26,155046,Friday
458,33,2021-11-27,171987,Saturday
459,33,2021-11-28,155964,Sunday
460,33,2021-11-29,183400,Monday
461,33,2021-11-30,192162,Tuesday
462,33,2021-12-01,191826,Wednesday
463,33,2021-12-02,193938,Thursday
464,33,2021-12-03,205939,Friday
465,33,2021-12-04,178100,Saturday
466,33,2021-12-05,145755,Sunday
467,33,2021-12-06,176836,Monday
468,33,2021-12-07,190043,Tuesday
469,33,2021-12-08,192038,Wednesday
470,33,2021-12-09,196698,Thursday
471,33,2021-12-10,202709,Friday
472,33,2021-12-11,174121,Saturday
473,33,2021-12-12,153384,Sunday
474,33,2021-12-13,186608,Monday
475,33,2021-12-14,194806,Tuesday
476,33,2021-12-15,197552,Wednesday
477,33,2021-12-16,196182,Thursday
478,33,2021-12-17,201544,Friday
479,33,2021-12-18,173820,Saturday
480,33,2021-12-19,154900,Sunday
481,33,2021-12-20,193739,Monday
482,33,2021-12-21,198922,Tuesday
483,33,2021-12-22,199677,Wednesday
484,33,2021-12-23,201082,Thursday
485,33,2021-12-24,149264,Friday
486,33,2021-12-25,107795,Saturday
487,33,2021-12-26,135466,Sunday
488,33,2021-12-27,170282,Monday
489,33,2021-12-28,178243,Tuesday
490,33,2021-12-29,175454,Wednesday
491,33,2021-12-30,196863,Thursday
492,33,2021-12-31,167068,Friday
493,33,2022-01-01,114784,Saturday
494,33,2022-01-02,135409,Sunday
495,33,2022-01-03,161034,Monday
496,33,2022-01-04,184724,Tuesday
497,33,2022-01-06,63718,Thursday
498,33,2022-01-07,67941,Friday
499,33,2022-01-14,206671,Friday
500,33,2022-01-26,180563,Wednesday
501,33,2022-02-01,179224,Tuesday
502,33,2022-02-03,152859,Thursday
503,33,2022-02-04,154450,Friday
504,33,2022-02-05,159605,Saturday
505,33,2022-02-06,139025,Sunday
506,33,2022-02-07,172641,Monday
507,33,2022-02-08,176883,Tuesday
508,33,2022-02-09,176699,Wednesday
509,33,2022-02-10,185114,Thursday
510,33,2022-02-11,197072,Friday
511,33,2022-02-12,172466,Saturday
512,33,2022-02-13,141864,Sunday
513,33,2022-02-14,174412,Monday
514,33,2022-02-15,173865,Tuesday
515,33,2022-02-16,181299,Wednesday
516,33,2022-02-18,194896,Friday
517,33,2022-02-19,176457,Saturday
518,33,2022-02-20,153216,Sunday
519,33,2022-02-21,172401,Monday
520,33,2022-02-22,158921,Tuesday
521,33,2022-02-23,171971,Wednesday
522,33,2022-02-24,147994,Thursday
523,33,2022-02-25,183024,Friday
524,33,2022-02-26,176988,Saturday
525,33,2022-02-27,150869,Sunday
526,33,2022-02-28,177015,Monday
527,33,2022-03-01,181476,Tuesday
528,33,2022-03-02,170840,Wednesday
529,33,2022-03-03,180276,Thursday
530,33,2022-03-04,196814,Friday
531,33,2022-03-05,181333,Saturday
532,33,2022-03-06,148966,Sunday
533,33,2022-03-07,166109,Monday
534,33,2022-03-08,175068,Tuesday
535,33,2022-03-09,174160,Wednesday
536,33,2022-03-10,179665,Thursday
537,33,2022-03-11,185753,Friday
538,33,2022-03-12,135424,Saturday
539,33,2022-03-13,152792,Sunday
540,33,2022-03-14,175759,Monday
541,33,2022-03-15,181439,Tuesday
542,33,2022-03-16,171887,Wednesday
543,33,2022-03-17,145869,Thursday
544,33,2022-03-18,197721,Friday
545,33,2022-03-19,190619,Saturday
546,33,2022-03-20,161295,Sunday
547,33,2022-03-21,172226,Monday
548,33,2022-03-22,171920,Tuesday
549,33,2022-03-23,186977,Wednesday
550,33,2022-03-24,188386,Thursday
551,33,2022-03-25,200193,Friday
552,33,2022-03-26,188567,Saturday
553,33,2022-08-23,184385,Tuesday
554,33,2022-08-24,181203,Wednesday
555,33,2022-09-15,189625,Thursday
556,33,2022-09-16,199597,Friday
557,33,2022-09-17,153053,Saturday
558,33,2022-09-18,155989,Sunday
559,33,2022-09-19,172854,Monday
560,33,2022-09-20,175241,Tuesday
561,33,2022-09-21,183159,Wednesday
562,33,2022-09-22,181108,Thursday
563,33,2022-09-23,197341,Friday
564,33,2022-09-24,175695,Saturday
565,33,2022-09-25,149401,Sunday
566,33,2022-09-26,181396,Monday
567,33,2022-09-27,180713,Tuesday
568,33,2022-09-28,183405,Wednesday
569,33,2022-09-29,185532,Thursday
570,33,2022-09-30,197102,Friday
571,33,2022-10-01,133292,Saturday
572,33,2022-10-02,142039,Sunday
573,33,2022-10-03,179659,Monday
574,33,2022-10-04,181548,Tuesday
575,33,2022-10-05,185099,Wednesday
576,33,2022-10-06,186577,Thursday
577,33,2022-10-07,202217,Friday
578,33,2022-10-08,187320,Saturday
579,33,2022-10-09,157630,Sunday
580,33,2022-10-10,176697,Monday
581,33,2022-10-11,178184,Tuesday
582,33,2022-10-12,172531,Wednesday
583,33,2022-10-13,186880,Thursday
584,33,2022-10-14,196471,Friday
585,33,2022-10-15,176821,Saturday
586,33,2022-10-16,150870,Sunday
587,33,2022-10-17,176699,Monday
588,33,2022-10-18,184019,Tuesday
589,33,2022-10-19,180695,Wednesday
590,33,2022-10-20,181739,Thursday
591,33,2022-10-21,198902,Friday
592,33,2022-10-22,178879,Saturday
593,33,2022-10-23,158422,Sunday
594,33,2022-10-24,174400,Monday
595,33,2022-10-25,171934,Tuesday
596,33,2022-10-26,186098,Wednesday
597,33,2022-10-27,184056,Thursday
598,33,2022-10-28,200459,Friday
599,33,2022-10-29,180656,Saturday
600,33,2022-10-30,142132,Sunday
601,33,2022-10-31,176060,Monday
602,33,2022-11-01,181709,Tuesday
603,33,2022-11-02,178706,Wednesday
604,33,2022-11-03,179615,Thursday
605,33,2022-11-04,198850,Friday
606,33,2022-11-05,163635,Saturday
607,33,2022-11-06,144015,Sunday
608,33,2022-11-07,175933,Monday
609,33,2022-11-08,174812,Tuesday
610,33,2022-11-09,169783,Wednesday
611,33,2022-11-10,189316,Thursday
612,33,2022-11-11,186844,Friday
613,33,2022-11-12,163647,Saturday
614,33,2022-11-13,146714,Sunday
615,33,2022-11-14,173964,Monday
616,33,2022-11-15,179427,Tuesday
617,33,2022-11-16,182223,Wednesday
618,33,2022-11-17,189089,Thursday
619,33,2022-11-18,201758,Friday
620,33,2022-11-19,181357,Saturday
621,33,2022-11-20,147805,Sunday
622,33,2022-11-21,178401,Monday
623,33,2022-11-22,186844,Tuesday
624,33,2022-11-23,187776,Wednesday
625,33,2022-11-24,130857,Thursday
626,33,2022-11-25,150683,Friday
627,33,2022-11-26,158536,Saturday
628,33,2022-11-27,150693,Sunday
629,33,2022-11-28,171150,Monday
630,33,2022-11-29,168701,Tuesday
631,33,2022-11-30,174455,Wednesday
632,33,2022-12-01,181857,Thursday
633,33,2022-12-02,195803,Friday
634,33,2022-12-03,172976,Saturday
635,33,2022-12-04,139557,Sunday
636,33,2022-12-05,165891,Monday
637,33,2022-12-06,171911,Tuesday
638,33,2022-12-07,169622,Wednesday
639,33,2022-12-08,169673,Thursday
640,33,2022-12-09,189450,Friday
641,33,2022-12-10,172569,Saturday
642,33,2022-12-11,149480,Sunday
643,33,2022-12-12,175628,Monday
644,33,2022-12-13,183423,Tuesday
645,33,2022-12-14,173615,Wednesday
646,33,2022-12-28,178868,Wednesday
647,33,2022-12-29,184511,Thursday
648,33,2022-12-30,193316,Friday
649,33,2022-12-31,160623,Saturday
650,4,2018-04-01,30838,Sunday
651,4,2018-04-02,49219,Monday
652,4,2018-04-03,53117,Tuesday
653,4,2018-04-04,54879,Wednesday
654,4,2018-04-05,55564,Thursday
655,4,2018-04-06,56810,Friday
656,4,2018-04-07,39872,Saturday
657,4,2018-04-08,31631,Sunday
658,4,2018-04-09,52360,Monday
659,4,2018-04-10,54798,Tuesday
660,4,2018-04-11,54590,Wednesday
661,4,2018-04-12,56993,Thursday
662,4,2018-04-13,58390,Friday
663,4,2018-04-14,35802,Saturday
664,4,2018-04-15,29363,Sunday
665,4,2018-06-14,54943,Thursday
666,4,2018-06-15,58363,Friday
667,4,2018-06-16,35431,Saturday
668,4,2018-06-17,29833,Sunday
669,4,2018-06-18,50528,Monday
670,4,2018-06-19,53135,Tuesday
671,4,2018-06-20,55407,Wednesday
672,4,2018-06-21,55525,Thursday
673,4,2018-06-25,48534,Monday
674,4,2018-06-26,48463,Tuesday
675,4,2018-06-27,54464,Wednesday
676,4,2018-06-28,56174,Thursday
677,4,2018-06-29,61277,Friday
678,4,2018-06-30,40919,Saturday
679,4,2018-07-01,30964,Sunday
680,4,2018-07-02,50207,Monday
681,4,2018-07-03,53122,Tuesday
682,4,2018-07-04,31589,Wednesday
683,4,2018-07-05,41943,Thursday
684,4,2018-07-06,54028,Friday
685,4,2018-07-07,37090,Saturday
686,4,2018-07-08,30959,Sunday
687,4,2018-07-09,51880,Monday
688,4,2018-07-10,54446,Tuesday
689,4,2018-07-11,54734,Wednesday
690,4,2018-07-12,56780,Thursday
691,4,2018-07-13,59161,Friday
692,4,2018-07-14,40463,Saturday
693,4,2018-07-15,30664,Sunday
694,4,2018-07-16,50777,Monday
695,4,2018-07-17,53320,Tuesday
696,4,2018-07-18,53852,Wednesday
697,4,2018-07-19,51791,Thursday
698,4,2018-07-20,54292,Friday
699,4,2018-08-02,55608,Thursday
700,4,2018-08-03,58663,Friday
701,4,2018-08-04,40729,Saturday
702,4,2018-08-05,31699,Sunday
703,4,2018-08-06,52571,Monday
704,4,2018-08-07,56182,Tuesday
705,4,2018-08-08,55325,Wednesday
706,4,2018-08-09,53934,Thursday
707,4,2018-08-10,59754,Friday
708,4,2018-08-11,42077,Saturday
709,4,2018-08-12,32522,Sunday
710,4,2018-08-13,52503,Monday
711,4,2018-08-14,54383,Tuesday
712,4,2018-08-15,55376,Wednesday
713,4,2018-08-16,54706,Thursday
714,4,2018-08-17,58115,Friday
715,4,2018-08-18,39663,Saturday
716,4,2018-08-19,29439,Sunday
717,4,2018-08-20,50660,Monday
718,4,2018-08-21,52515,Tuesday
719,4,2018-08-22,54320,Wednesday
720,4,2018-08-23,55086,Thursday
721,4,2018-08-24,57162,Friday
722,4,2018-08-25,38638,Saturday
723,4,2018-08-26,30579,Sunday
724,4,2018-08-27,51050,Monday
725,4,2018-08-28,51873,Tuesday
726,4,2018-08-29,53574,Wednesday
727,4,2018-08-30,55020,Thursday
728,4,2018-08-31,57270,Friday
729,4,2018-11-01,52277,Thursday
730,4,2018-11-02,57670,Friday
731,4,2018-11-03,36406,Saturday
732,4,2018-11-04,28647,Sunday
